Zeit [h]	Variante 1 Raumlufttemperatur [C]	Variante 1 Lueftungswaermestrom [W]	Variante 2 Raumlufttemperatur [C]	Variante 2 Lueftungswaermestrom [W]	Variante 3 Raumlufttemperatur [C]	Variante 3 Lueftungswaermestrom [W]	Variante 4 Raumlufttemperatur [C]	Variante 4 Lueftungswaermestrom [W]
6342	15.50	0	13.74	-127.00	13.95	-130.42	16.01	-43.29
6343	15.50	0	13.75	-123.90	15.03	-34.76	16.01	-42.50
6344	15.49	0	13.81	-115.44	14.24	-33.22	16.02	-40.23
6345	15.49	0	14.09	-86.36	14.95	-24.87	16.10	-32.31
6346	15.49	0	14.29	-51.57	14.52	-15.68	16.15	-22.71
6347	15.48	0	14.44	-26.69	14.94	-8.53	16.18	-15.82
6348	15.48	0	14.65	-0.86	14.71	-1.63	16.23	-8.68
6349	15.47	0	14.77	21.17	14.96	4.66	16.27	-2.54
6350	15.47	0	14.85	34.29	14.81	8.21	16.28	1.14
6351	15.47	0	14.96	46.60	14.97	11.74	16.31	4.59
6352	15.46	0	14.98	53.41	14.87	13.61	16.31	6.55
6353	15.46	0	14.91	46.86	14.93	11.94	16.29	4.82
6354	15.46	0	14.69	23.42	14.81	5.49	16.23	-1.56
6355	15.46	0	14.52	-4.12	14.81	-2.07	16.18	-9.15
6356	15.46	0	14.43	-20.78	14.75	-6.74	16.15	-13.78
6357	15.46	0	14.23	-41.23	14.31	-45.31	16.09	-19.42
6358	15.46	0	14.06	-65.87	14.32	-69.44	16.04	-26.26
6359	15.46	0	13.86	-89.61	13.99	-93.55	15.99	-32.85
6360	15.46	0	13.69	-112.33	13.93	-115.95	15.94	-39.19
6361	15.46	0	13.64	-123.29	13.79	-127.15	15.92	-42.32
6362	15.46	0	13.62	-124.58	13.83	-128.23	15.91	-42.76
6363	15.46	0	13.56	-127.77	13.71	-131.56	15.89	-43.70
6364	15.45	0	13.49	-133.59	13.69	-137.25	15.87	-45.37
6365	15.45	0	13.43	-139.39	13.59	-143.13	15.85	-47.04
6366	15.45	0	13.37	-144.26	13.56	-147.92	15.83	-48.46
6367	15.44	0	13.33	-147.34	14.85	-41.19	15.81	-49.38
6368	15.44	0	13.48	-134.18	13.92	-38.54	15.85	-45.87
6369	15.44	0	13.83	-93.50	14.77	-26.91	15.94	-34.76
6370	15.43	0	14.22	-38.10	14.31	-12.14	16.04	-19.50
6371	15.43	0	14.47	6.13	14.82	0.44	16.11	-7.23
6372	15.42	0	14.75	42.41	14.55	10.23	16.18	2.84
6373	15.42	0	14.81	61.39	14.83	15.79	16.19	8.22
6374	15.41	0	14.78	60.09	14.62	15.37	16.18	7.96
6375	15.41	0	14.73	52.71	14.76	13.52	16.16	6.00
6376	15.41	0	14.81	54.49	14.66	13.93	16.18	6.51
6377	15.41	0	14.65	45.16	14.71	11.52	16.13	4.04
6378	15.40	0	14.43	16.50	14.57	3.60	16.07	-3.81
6379	15.40	0	14.33	-4.65	14.60	-2.23	16.04	-9.67
6380	15.40	0	14.06	-31.43	14.49	-9.63	15.96	-17.03
6381	15.40	0	13.90	-59.56	13.90	-63.91	15.92	-24.84
6382	15.40	0	13.77	-77.89	14.10	-81.30	15.88	-29.96
6383	15.40	0	13.74	-85.41	13.81	-89.52	15.87	-32.12
6384	15.40	0	13.68	-89.58	13.95	-93.11	15.85	-33.32
6385	15.40	0	13.64	-93.68	13.76	-97.64	15.84	-34.51
6386	15.40	0	13.62	-95.13	13.86	-98.73	15.83	-34.96
6387	15.40	0	13.60	-95.72	13.74	-99.58	15.82	-35.17
6388	15.40	0	13.54	-99.02	13.76	-102.66	15.80	-36.12
6389	15.40	0	13.57	-97.72	13.73	-101.51	15.80	-35.82
6390	15.39	0	13.52	-97.51	13.73	-101.16	15.78	-35.79
6391	15.39	0	13.49	-100.76	14.59	-28.50	15.77	-36.72
6392	15.39	0	13.58	-93.17	13.96	-27.06	15.79	-34.71
6393	15.38	0	13.84	-64.21	14.54	-18.81	15.86	-26.80
6394	15.38	0	14.17	-20.41	14.25	-7.08	15.94	-14.74
6395	15.38	0	14.47	23.97	14.63	5.40	16.02	-2.46
6396	15.37	0	14.62	52.88	14.44	13.29	16.06	5.63
6397	15.37	0	14.71	66.71	14.64	17.33	16.08	9.54
6398	15.37	0	14.79	76.18	14.52	19.91	16.10	12.24
6399	15.36	0	14.78	77.55	14.62	20.45	16.09	12.72
6400	15.36	0	14.73	71.02	14.53	18.66	16.08	10.99
6401	15.36	0	14.64	59.19	14.57	15.50	16.05	7.80
6402	15.36	0	14.37	30.36	14.45	7.59	15.98	-0.07
6403	15.36	0	14.08	-9.69	14.40	-3.43	15.89	-11.10
6404	15.36	0	13.88	-42.32	14.32	-12.51	15.84	-20.15
6405	15.36	0	13.74	-64.20	13.69	-68.21	15.79	-26.25
6406	15.36	0	13.52	-87.98	13.85	-90.91	15.73	-32.85
6407	15.36	0	13.44	-104.32	13.48	-108.06	15.71	-37.46
6408	15.36	0	13.38	-111.01	13.65	-114.09	15.69	-39.38
6409	15.36	0	13.20	-126.78	13.28	-130.35	15.64	-43.77
6410	15.36	0	13.12	-140.43	13.35	-143.59	15.61	-47.64
6411	15.36	0	13.04	-147.96	13.15	-151.42	15.59	-49.79
6412	15.36	0	12.99	-152.75	13.20	-155.96	15.57	-51.21
6413	15.35	0	12.95	-154.92	13.08	-158.31	15.55	-51.89
6414	15.35	0	12.94	-154.39	13.13	-157.61	15.55	-51.83
6415	15.35	0	12.86	-157.55	14.44	-43.88	15.52	-52.75
6416	15.34	0	12.90	-155.13	13.46	-44.20	15.52	-52.19
6417	15.34	0	13.18	-125.89	14.31	-35.74	15.60	-44.25
6418	15.33	0	13.51	-79.24	13.81	-23.43	15.68	-31.44
6419	15.33	0	13.84	-32.00	14.35	-10.07	15.76	-18.40
6420	15.32	0	14.04	3.34	14.06	-0.54	15.81	-8.58
6421	15.32	0	14.13	21.70	14.35	4.81	15.83	-3.42
6422	15.31	0	14.24	34.88	14.17	8.33	15.86	0.27
6423	15.31	0	14.27	42.60	14.34	10.65	15.86	2.48
6424	15.30	0	14.26	42.37	14.21	10.55	15.86	2.49
6425	15.30	0	14.17	33.23	14.28	8.16	15.83	0.04
6426	15.30	0	13.94	8.08	14.14	1.22	15.76	-6.83
6427	15.30	0	13.66	-28.40	14.12	-8.79	15.68	-16.88
6428	15.30	0	13.56	-51.97	14.05	-15.41	15.65	-23.45
6429	15.29	0	13.49	-61.42	13.47	-66.21	15.63	-26.11
6430	15.29	0	13.34	-75.47	13.71	-79.09	15.58	-30.01
6431	15.29	0	13.24	-90.23	13.30	-94.66	15.55	-34.14
6432	15.29	0	13.16	-99.64	13.47	-103.36	15.53	-36.80
6433	15.29	0	13.10	-106.38	13.21	-110.61	15.51	-38.72
6434	15.29	0	13.02	-114.05	13.28	-117.84	15.48	-40.89
6435	15.29	0	12.93	-123.46	13.07	-127.56	15.46	-43.54
6436	15.28	0	12.83	-133.73	13.07	-137.56	15.42	-46.44
6437	15.28	0	12.75	-143.04	12.91	-147.06	15.40	-49.08
6438	15.28	0	12.68	-149.65	12.90	-153.50	15.37	-50.98
6439	15.27	0	12.61	-155.39	14.21	-43.46	15.35	-52.64
6440	15.27	0	12.64	-152.97	13.22	-43.77	15.35	-52.08
6441	15.27	0	12.89	-127.32	14.06	-36.29	15.41	-45.13
6442	15.26	0	13.27	-78.77	13.58	-23.48	15.51	-31.82
6443	15.26	0	13.69	-19.89	14.15	-6.93	15.62	-15.58
6444	15.25	0	13.93	24.19	13.86	5.05	15.68	-3.32
6445	15.25	0	14.14	53.23	14.19	13.33	15.74	4.78
6446	15.24	0	14.33	79.57	14.03	20.52	15.79	12.14
6447	15.24	0	14.30	86.02	14.18	22.57	15.77	14.08
6448	15.23	0	14.20	73.15	14.03	19.02	15.74	10.63
6449	15.23	0	14.09	56.01	14.09	14.42	15.71	5.98
6450	15.23	0	13.84	28.16	13.95	6.74	15.64	-1.63
6451	15.23	0	13.73	4.33	13.98	0.18	15.60	-8.23
6452	15.23	0	13.72	-2.56	13.93	-1.80	15.60	-10.16
6453	15.23	0	13.68	-6.06	13.86	-10.09	15.58	-11.13
6454	15.23	0	13.59	-14.94	13.80	-18.93	15.56	-13.57
6455	15.23	0	13.53	-24.62	13.72	-28.65	15.54	-16.26
6456	15.23	0	13.52	-27.99	13.73	-31.98	15.54	-17.21
6457	15.23	0	13.49	-30.59	13.68	-34.61	15.52	-17.93
6458	15.23	0	13.47	-33.11	13.67	-37.10	15.52	-18.65
6459	15.23	0	13.46	-33.89	13.65	-37.89	15.51	-18.87
6460	15.22	0	13.44	-35.57	13.64	-39.54	15.50	-19.35
6461	15.22	0	13.39	-39.94	13.58	-43.91	15.49	-20.55
6462	15.22	0	13.36	-44.23	13.56	-48.18	15.48	-21.75
6463	15.22	0	13.30	-49.45	13.97	-14.56	15.46	-23.20
6464	15.22	0	13.32	-50.08	13.65	-15.06	15.46	-23.41
6465	15.22	0	13.38	-42.74	13.92	-12.90	15.47	-21.42
6466	15.22	0	13.47	-31.03	13.76	-9.86	15.49	-18.20
6467	15.21	0	13.59	-15.81	13.93	-5.56	15.52	-14.01
6468	15.21	0	13.74	3.81	13.86	-0.25	15.56	-8.59
6469	15.21	0	13.96	30.49	14.01	7.18	15.62	-1.21
6470	15.21	0	14.13	56.03	13.99	14.23	15.66	5.90
6471	15.20	0	14.27	75.29	14.08	19.65	15.70	11.29
6472	15.20	0	14.34	87.33	14.06	23.03	15.71	14.71
6473	15.20	0	14.28	84.15	14.07	22.28	15.70	13.95
6474	15.20	0	14.10	63.26	14.00	16.59	15.64	8.28
6475	15.20	0	13.93	37.32	13.97	9.47	15.60	1.17
6476	15.20	0	13.80	15.99	13.92	3.58	15.56	-4.71
6477	15.20	0	13.70	0.08	13.88	-3.03	15.53	-9.11
6478	15.20	0	13.64	-9.56	13.79	-12.85	15.51	-11.79
6479	15.20	0	13.55	-19.29	13.73	-22.54	15.49	-14.48
6480	15.20	0	13.46	-31.64	13.61	-34.98	15.46	-17.90
6481	15.20	0	13.40	-41.24	13.57	-44.53	15.44	-20.57
6482	15.20	0	13.38	-45.47	13.53	-48.80	15.43	-21.77
6483	15.20	0	13.37	-46.17	13.54	-49.46	15.43	-22.00
6484	15.20	0	13.42	-41.50	13.57	-44.81	15.44	-20.74
6485	15.20	0	13.30	-46.92	13.47	-50.21	15.40	-22.21
6486	15.20	0	13.22	-59.19	13.38	-62.48	15.38	-25.62
6487	15.20	0	13.20	-64.25	13.97	-18.41	15.37	-27.05
6488	15.20	0	13.23	-61.28	13.53	-18.03	15.37	-26.28
6489	15.19	0	13.50	-35.88	13.95	-10.87	15.44	-19.36
6490	15.19	0	13.93	15.97	13.80	3.17	15.56	-5.09
6491	15.19	0	14.30	70.85	14.11	18.51	15.66	10.11
6492	15.19	0	14.57	112.10	14.03	29.88	15.73	21.62
6493	15.19	0	14.77	140.82	14.20	38.02	15.78	29.68
6494	15.18	0	14.94	162.42	14.16	44.04	15.83	35.78
6495	15.18	0	15.08	178.65	14.27	48.71	15.86	40.41
6496	15.18	0	15.07	181.40	14.21	49.59	15.86	41.34
6497	15.18	0	14.84	157.38	14.19	43.17	15.80	34.90
6498	15.18	0	14.66	124.98	14.11	34.28	15.75	26.05
6499	15.19	0	14.58	105.26	14.12	28.88	15.73	20.64
6500	15.19	0	14.41	84.47	14.05	23.19	15.68	14.97
6501	15.19	0	14.21	56.71	14.53	57.08	15.63	7.35
6502	15.19	0	14.11	36.31	13.93	35.00	15.60	1.71
6503	15.20	0	14.11	30.20	14.34	29.85	15.60	0.00
6504	15.20	0	14.04	23.85	13.95	22.54	15.58	-1.73
6505	15.20	0	14.01	16.75	14.17	16.08	15.57	-3.70
6506	15.21	0	14.06	18.59	14.02	17.35	15.59	-3.20
6507	15.21	0	13.98	14.82	14.10	14.00	15.57	-4.20
6508	15.21	0	13.94	5.91	13.93	4.74	15.55	-6.65
6509	15.21	0	13.94	3.30	14.03	2.39	15.55	-7.38
6510	15.21	0	13.89	-0.32	13.91	-1.44	15.54	-8.36
6511	15.21	0	13.92	-1.11	14.01	-0.56	15.54	-8.59
6512	15.21	0	13.99	6.07	13.96	1.35	15.56	-6.62
6513	15.21	0	14.19	26.66	14.07	7.04	15.62	-0.96
6514	15.21	0	14.42	56.80	14.09	15.34	15.68	7.38
6515	15.21	0	14.67	88.56	14.19	24.18	15.74	16.20
6516	15.21	0	14.84	114.76	14.22	31.48	15.79	23.54
6517	15.21	0	15.06	139.23	14.30	38.33	15.85	30.38
6518	15.21	0	15.15	155.43	14.31	42.92	15.88	35.00
6519	15.21	0	15.13	154.71	14.32	42.87	15.87	34.95
6520	15.21	0	15.10	147.07	14.30	40.86	15.86	32.95
6521	15.21	0	15.07	139.50	14.30	38.86	15.85	30.96
6522	15.22	0	14.86	117.52	14.24	32.91	15.80	25.02
6523	15.22	0	14.66	86.10	14.19	24.29	15.74	16.41
6524	15.22	0	14.60	67.43	14.18	19.13	15.73	11.26
6525	15.22	0	14.54	57.55	14.70	60.17	15.71	8.55
6526	15.23	0	14.53	52.17	14.25	53.31	15.71	7.07
6527	15.23	0	14.46	44.85	14.54	46.84	15.69	5.09
6528	15.23	0	14.41	35.88	14.22	37.01	15.68	2.62
6529	15.24	0	14.35	27.78	14.38	29.46	15.66	0.41
6530	15.24	0	14.18	9.78	14.04	10.96	15.62	-4.52
6531	15.24	0	14.08	-8.80	14.08	-7.26	15.59	-9.66
6532	15.24	0	14.03	-18.43	13.92	-17.21	15.57	-12.35
6533	15.24	0	13.96	-26.35	13.93	-24.90	15.55	-14.55
6534	15.24	0	13.92	-33.32	13.82	-32.06	15.54	-16.50
6535	15.25	0	13.86	-39.42	14.16	-10.37	15.52	-18.20
6536	15.25	0	13.96	-33.76	13.92	-9.10	15.55	-16.70
6537	15.25	0	14.22	-5.87	14.20	-1.32	15.62	-9.06
6538	15.24	0	14.56	37.77	14.14	10.58	15.71	2.97
6539	15.24	0	14.78	74.71	14.32	20.94	15.77	13.26
6540	15.24	0	14.96	99.16	14.28	27.70	15.82	20.10
6541	15.24	0	15.19	125.48	14.41	35.09	15.88	27.44
6542	15.24	0	15.35	148.89	14.40	41.62	15.92	34.03
6543	15.24	0	15.45	161.57	14.47	45.28	15.95	37.67
6544	15.24	0	15.48	165.37	14.45	46.43	15.96	38.85
6545	15.24	0	15.28	146.73	14.42	41.47	15.90	33.89
6546	15.24	0	15.04	111.56	14.34	31.85	15.84	24.28
6547	15.25	0	14.89	82.97	14.32	23.99	15.80	16.42
6548	15.25	0	14.79	64.22	14.28	18.81	15.77	11.26
6549	15.25	0	14.63	44.50	14.69	49.12	15.73	5.85
6550	15.26	0	14.50	24.03	14.13	27.21	15.69	0.20
6551	15.26	0	14.45	11.69	14.42	15.66	15.68	-3.23
6552	15.26	0	14.34	0.09	14.03	0.89	15.65	-6.43
6553	15.26	0	14.30	-9.57	14.30	-1.59	15.64	-9.12
6554	15.27	0	14.22	-18.44	14.06	-4.21	15.62	-11.57
6555	15.27	0	14.13	-29.92	14.20	-7.27	15.59	-14.75
6556	15.27	0	14.07	-38.65	14.06	-9.81	15.58	-17.19
6557	15.27	0	14.00	-46.53	14.14	-11.94	15.56	-19.39
6558	15.27	0	13.98	-51.64	14.06	-13.46	15.55	-20.84
6559	15.27	0	13.95	-54.13	14.11	-14.14	15.54	-21.55
6560	15.27	0	14.01	-49.39	14.08	-12.92	15.55	-20.30
6561	15.27	0	14.25	-25.00	14.18	-6.25	15.62	-13.64
6562	15.27	0	14.56	15.13	14.24	4.78	15.70	-2.58
6563	15.27	0	14.88	58.55	14.35	16.81	15.78	9.44
6564	15.26	0	15.11	93.67	14.39	26.58	15.85	19.23
6565	15.26	0	15.31	120.76	14.46	34.16	15.90	26.81
6566	15.26	0	15.48	143.33	14.50	40.49	15.95	33.16
6567	15.26	0	15.58	156.90	14.53	44.37	15.97	37.04
6568	15.26	0	15.58	158.00	14.53	44.80	15.97	37.49
6569	15.26	0	15.41	140.36	14.49	40.08	15.93	32.78
6570	15.26	0	15.11	102.43	14.41	29.73	15.84	22.43
6571	15.26	0	14.93	67.68	14.36	20.15	15.79	12.86
6572	15.27	0	14.86	50.86	14.34	15.48	15.78	8.21
6573	15.27	0	14.76	38.33	14.32	12.03	15.75	4.76
6574	15.27	0	14.68	24.97	14.30	8.33	15.73	1.07
6575	15.28	0	14.59	12.50	14.28	4.88	15.70	-2.37
6576	15.28	0	14.53	1.87	14.26	1.93	15.69	-5.31
6577	15.28	0	14.46	-6.98	14.25	-0.54	15.67	-7.76
6578	15.28	0	14.42	-14.02	14.24	-2.50	15.66	-9.72
6579	15.28	0	14.39	-18.38	14.23	-3.73	15.65	-10.94
6580	15.29	0	14.35	-22.77	14.22	-4.96	15.64	-12.16
6581	15.29	0	14.33	-26.22	14.22	-5.94	15.63	-13.13
6582	15.29	0	14.26	-32.42	14.20	-7.66	15.61	-14.84
6583	15.29	0	14.25	-36.68	14.20	-8.88	15.61	-16.05
6584	15.29	0	14.30	-32.02	14.21	-7.64	15.62	-14.80
6585	15.29	0	14.36	-23.02	14.23	-5.18	15.63	-12.33
6586	15.29	0	14.54	-4.15	14.28	-0.01	15.68	-7.16
6587	15.28	0	14.70	18.90	14.32	6.36	15.72	-0.77
6588	15.28	0	14.70	27.47	14.32	8.79	15.72	1.66
6589	15.28	0	14.77	31.83	14.34	10.01	15.74	2.89
6590	15.28	0	14.86	42.41	14.37	12.95	15.76	5.84
6591	15.28	0	14.98	56.50	14.40	16.86	15.79	9.76
6592	15.28	0	15.03	65.98	14.41	19.53	15.81	12.45
6593	15.28	0	15.06	69.26	14.42	20.49	15.81	13.41
6594	15.28	0	14.98	62.66	14.40	18.74	15.79	11.68
6595	15.28	0	14.91	50.92	14.38	15.54	15.77	8.48
6596	15.28	0	14.92	46.44	14.39	14.30	15.77	7.25
6597	15.28	0	14.75	31.87	14.34	10.35	15.73	3.31
6598	15.28	0	14.66	14.14	14.32	5.44	15.70	-1.59
6599	15.28	0	14.70	12.54	14.33	4.95	15.71	-2.07
6600	15.28	0	14.81	23.29	14.36	7.90	15.74	0.88
6601	15.29	0	14.78	26.61	14.35	8.85	15.73	1.85
6602	15.29	0	14.65	13.93	14.32	5.39	15.70	-1.60
6603	15.29	0	14.66	6.95	14.33	3.43	15.70	-3.55
6604	15.29	0	14.45	-9.33	14.27	-1.01	15.64	-7.98
6605	15.29	0	14.28	-35.90	14.22	-8.36	15.59	-15.33
6606	15.29	0	14.14	-56.11	14.19	-13.99	15.55	-20.95
6607	15.29	0	14.07	-68.23	14.17	-17.41	15.53	-24.36
6608	15.29	0	14.17	-62.39	14.19	-15.90	15.56	-22.84
6609	15.29	0	14.22	-50.68	14.21	-12.70	15.57	-19.63
6610	15.29	0	14.31	-38.92	14.23	-9.50	15.59	-16.42
6611	15.29	0	14.39	-26.42	14.25	-6.06	15.61	-12.98
6612	15.29	0	14.42	-19.34	14.26	-4.10	15.62	-11.01
6613	15.28	0	14.43	-16.68	14.26	-3.36	15.62	-10.26
6614	15.28	0	14.50	-9.46	14.28	-1.39	15.64	-8.28
6615	15.28	0	14.45	-8.73	14.27	-1.15	15.62	-8.03
6616	15.28	0	14.39	-16.74	14.25	-3.36	15.60	-10.23
6617	15.28	0	14.33	-24.67	14.24	-5.56	15.59	-12.42
6618	15.28	0	14.24	-35.29	14.21	-8.50	15.56	-15.35
6619	15.28	0	14.12	-49.40	14.18	-12.41	15.52	-19.26
6620	15.27	0	14.05	-60.70	14.16	-15.58	15.50	-22.41
6621	15.27	0	14.01	-66.64	14.14	-17.27	15.49	-24.10
6622	15.27	0	13.97	-69.94	14.13	-18.24	15.47	-25.05
6623	15.27	0	13.97	-70.55	14.13	-18.46	15.47	-25.27
6624	15.27	0	13.99	-67.62	14.14	-17.70	15.47	-24.50
6625	15.27	0	13.99	-64.77	14.13	-16.95	15.47	-23.74
6626	15.26	0	13.91	-69.12	14.11	-18.16	15.45	-24.94
6627	15.26	0	13.89	-74.18	14.10	-19.61	15.44	-26.38
6628	15.26	0	13.88	-74.80	14.10	-19.83	15.43	-26.59
6629	15.26	0	13.84	-76.37	14.09	-20.30	15.42	-27.05
6630	15.26	0	13.74	-85.11	14.06	-22.73	15.39	-29.48
6631	15.25	0	13.55	-104.50	14.01	-28.11	15.33	-34.85
6632	15.25	0	13.54	-113.68	14.00	-30.75	15.32	-37.48
6633	15.25	0	13.79	-90.71	14.07	-24.56	15.39	-31.28
6634	15.24	0	14.05	-52.18	14.14	-13.98	15.46	-20.69
6635	15.24	0	14.22	-21.99	14.18	-5.64	15.50	-12.34
6636	15.24	0	14.40	2.87	14.23	1.24	15.55	-5.45
6637	15.23	0	14.41	14.09	14.23	4.41	15.55	-2.27
6638	15.23	0	14.30	4.91	14.20	1.95	15.51	-4.73
6639	15.23	0	14.17	-12.94	14.16	-2.96	15.47	-9.63
6640	15.23	0	14.16	-21.60	14.16	-5.39	15.47	-12.05
6641	15.22	0	14.16	-21.46	14.16	-5.37	15.46	-12.02
6642	15.22	0	14.05	-29.50	14.13	-7.58	15.43	-14.22
6643	15.22	0	13.95	-42.70	14.10	-11.24	15.40	-17.88
6644	15.22	0	13.89	-52.26	14.08	-13.92	15.38	-20.55
6645	15.22	0	13.89	-54.64	14.08	-14.64	15.38	-21.25
6646	15.22	0	13.79	-60.78	14.05	-16.34	15.35	-22.95
6647	15.22	0	13.67	-74.84	14.02	-20.25	15.32	-26.85
6648	15.21	0	13.60	-86.06	14.00	-23.41	15.29	-30.00
6649	15.21	0	13.63	-85.62	14.00	-23.38	15.30	-29.96
6650	15.21	0	13.63	-80.91	14.01	-22.13	15.30	-28.70
6651	15.21	0	13.63	-78.90	14.00	-21.61	15.29	-28.18
6652	15.21	0	13.59	-80.48	13.99	-22.08	15.28	-28.64
6653	15.20	0	13.54	-84.69	13.98	-23.28	15.26	-29.83
6654	15.20	0	13.49	-89.77	13.96	-24.73	15.24	-31.27
6655	15.20	0	13.37	-100.23	13.92	-27.65	15.21	-34.18
6656	15.19	0	13.45	-98.76	13.94	-27.35	15.22	-33.87
6657	15.19	0	13.53	-85.08	13.96	-23.64	15.24	-30.15
6658	15.19	0	13.61	-71.49	13.98	-19.93	15.26	-26.43
6659	15.19	0	13.83	-47.13	14.04	-13.27	15.32	-19.77
6660	15.18	0	13.93	-24.97	14.07	-7.13	15.34	-13.62
6661	15.18	0	14.02	-11.65	14.09	-3.44	15.36	-9.92
6662	15.17	0	14.15	4.38	14.12	0.98	15.40	-5.49
6663	15.17	0	14.21	16.66	14.14	4.41	15.41	-2.05
6664	15.17	0	14.14	13.72	14.12	3.67	15.39	-2.79
6665	15.17	0	14.08	3.88	14.10	0.97	15.37	-5.48
6666	15.16	0	13.91	-13.13	14.05	-3.69	15.32	-10.13
6667	15.16	0	13.79	-32.56	14.02	-9.07	15.28	-15.50
6668	15.16	0	13.74	-42.96	14.00	-11.99	15.27	-18.42
6669	15.16	0	13.60	-55.31	13.97	-15.42	15.23	-21.83
6670	15.16	0	13.51	-69.26	13.94	-19.32	15.20	-25.73
6671	15.16	0	13.37	-84.16	13.90	-23.47	15.16	-29.87
6672	15.16	0	13.31	-95.30	13.88	-26.63	15.14	-33.02
6673	15.16	0	13.26	-100.27	13.87	-28.07	15.12	-34.45
6674	15.15	0	13.17	-107.98	13.84	-30.25	15.09	-36.62
6675	15.15	0	13.06	-119.20	13.81	-33.41	15.06	-39.77
6676	15.15	0	13.01	-126.73	13.79	-35.57	15.04	-41.93
6677	15.15	0	12.97	-129.84	13.78	-36.51	15.03	-42.86
6678	15.14	0	13.03	-123.96	13.79	-34.99	15.04	-41.33
6679	15.14	0	13.13	-109.29	13.82	-31.02	15.06	-37.35
6680	15.14	0	13.16	-98.40	13.82	-28.05	15.07	-34.37
6681	15.13	0	13.20	-91.01	13.83	-26.05	15.07	-32.37
6682	15.13	0	13.23	-83.67	13.84	-24.06	15.08	-30.36
6683	15.12	0	13.30	-74.51	13.85	-21.57	15.09	-27.87
6684	15.12	0	13.39	-61.83	13.87	-18.11	15.11	-24.40
6685	15.11	0	13.47	-48.34	13.89	-14.40	15.13	-20.68
6686	15.11	0	13.57	-33.98	13.92	-10.45	15.15	-16.73
6687	15.11	0	13.67	-19.71	13.94	-6.51	15.18	-12.78
6688	15.10	0	13.68	-12.68	13.95	-4.54	15.18	-10.80
6689	15.10	0	13.65	-14.53	13.93	-5.03	15.16	-11.28
6690	15.10	0	13.39	-37.00	13.86	-11.17	15.09	-17.41
6691	15.09	0	13.26	-62.49	13.82	-18.25	15.05	-24.48
6692	15.09	0	13.19	-73.67	13.80	-21.40	15.03	-27.63
6693	15.09	0	13.13	-80.48	13.78	-23.34	15.01	-29.55
6694	15.09	0	13.07	-86.38	13.77	-25.02	14.99	-31.23
6695	15.08	0	12.95	-96.83	13.73	-27.94	14.95	-34.14
6696	15.08	0	12.88	-107.10	13.71	-30.85	14.93	-37.04
6697	15.08	0	12.92	-105.71	13.72	-30.56	14.93	-36.74
6698	15.08	0	12.96	-97.34	13.73	-28.31	14.94	-34.49
6699	15.07	0	12.97	-91.76	13.73	-26.81	14.94	-32.98
6700	15.07	0	12.96	-89.73	13.72	-26.29	14.93	-32.45
6701	15.07	0	12.91	-92.20	13.71	-27.00	14.92	-33.16
6702	15.06	0	12.88	-95.45	13.70	-27.95	14.90	-34.09
6703	15.06	0	12.84	-97.82	13.68	-28.65	14.89	-34.79
6704	15.06	0	12.83	-98.36	13.68	-28.86	14.88	-34.99
6705	15.05	0	12.90	-90.83	13.69	-26.85	14.90	-32.97
6706	15.05	0	13.01	-75.38	13.72	-22.64	14.92	-28.75
6707	15.04	0	13.11	-59.19	13.74	-18.20	14.94	-24.30
6708	15.04	0	13.22	-43.03	13.77	-13.76	14.97	-19.86
6709	15.04	0	13.25	-33.29	13.78	-11.05	14.97	-17.14
6710	15.03	0	13.39	-19.75	13.81	-7.34	15.01	-13.42
6711	15.03	0	13.37	-12.82	13.81	-5.38	15.00	-11.45
6712	15.02	0	13.30	-20.00	13.78	-7.34	14.98	-13.40
6713	15.02	0	13.32	-22.50	13.79	-8.05	14.98	-14.11
6714	15.02	0	13.23	-27.88	13.76	-9.52	14.95	-15.56
6715	15.02	0	13.13	-40.23	13.73	-12.93	14.92	-18.98
6716	15.01	0	13.09	-48.00	13.72	-15.12	14.91	-21.15
6717	15.01	0	13.09	-48.64	13.72	-15.34	14.90	-21.36
6718	15.01	0	13.02	-53.00	13.70	-16.55	14.88	-22.57
6719	15.01	0	12.96	-60.80	13.68	-18.74	14.86	-24.75
6720	15.01	0	12.91	-66.80	13.66	-20.43	14.84	-26.43
6721	15.00	0	12.86	-71.90	13.65	-21.88	14.83	-27.87
6722	15.00	0	12.83	-75.19	13.64	-22.83	14.82	-28.82
6723	15.00	0	12.79	-78.51	13.62	-23.78	14.80	-29.76
6724	15.00	0	12.81	-77.28	13.63	-23.50	14.80	-29.48
6725	14.99	0	12.80	-75.30	13.62	-22.99	14.79	-28.95
6726	14.99	0	12.70	-82.29	13.59	-24.93	14.76	-30.89
6727	14.99	0	12.70	-86.35	13.59	-26.12	14.76	-32.07
6728	14.98	0	12.67	-86.09	13.58	-26.09	14.75	-32.03
6729	14.98	0	12.67	-85.79	13.58	-26.06	14.74	-31.99
6730	14.98	0	12.69	-81.92	13.58	-25.04	14.75	-30.97
6731	14.97	0	12.75	-73.63	13.59	-22.80	14.76	-28.72
6732	14.97	0	12.90	-56.41	13.63	-18.10	14.79	-24.01
6733	14.97	0	12.98	-39.46	13.65	-13.42	14.81	-19.33
6734	14.96	0	13.22	-14.30	13.72	-6.52	14.87	-12.42
6735	14.96	0	13.29	5.91	13.73	-0.89	14.89	-6.77
